ApsimVersion = 7.7
Title = Rice-wheat
           Date           year            day            esw        no3_Tot     crop_stage            dae  total_biomass storage_organs     rice_yield        N_avail           rain         dul(1)          sw(1)          no3()         NH4(1)         NH4(2)         NH4(3)         NH4(4)         NH4(5)         NH4(6)          drain     irrigation     wheat_biom    wheat_yield         runoff     fertiliser          nh4()      LAI(rice)     LAI(wheat)     leaftotaln           nflv sw_stress_expan sw_stress_photo sw_stress_pheno
   (dd/mm/yyyy)         (year)          (day)           (mm)        (kg/ha)             ()            (d)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)        (mm/mm)        (mm/mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)           (mm)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)             ()      (m^2/m^2)        (g/m^2)             ()              ()              ()              ()
     07/03/2002           2002             66        100.374           33.9              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.218           33.9            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000         6265.6         3045.7          0.000            0.0            0.8          0.000          0.653           0.43          0.000           0.000           0.000           0.000
     08/03/2002           2002             67        100.139           33.8              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.217           33.8            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000         6272.4         3052.5          0.000            0.0            0.8          0.000          0.610           0.43          0.000           0.000           0.000           0.000
     09/03/2002           2002             68         99.941           33.9              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.215           33.9            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000         6278.6         3052.5          0.000            0.0            0.8          0.000          0.570           0.43          0.000           0.000           0.000           0.000
     10/03/2002           2002             69         99.725           34.0              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.214           34.0            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000         6279.2         3052.5          0.000            0.0            0.8          0.000          0.530           0.43          0.000           0.000           0.000           0.000
     11/03/2002           2002             70         99.649           34.1              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.213           34.1            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000         6279.2         3052.5          0.000            0.0            0.8          0.000          0.495           0.43          0.000           0.000           0.000           0.000
     12/03/2002           2002             71         99.634           34.2              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.212           34.2            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.8          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     13/03/2002           2002             72         99.619           34.3              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.210           34.3            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.8          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     14/03/2002           2002             73         99.603           34.4              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.209           34.4            0.6            0.1            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.8          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     15/03/2002           2002             74         99.587           34.5              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.208           34.5            0.6            0.1            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     16/03/2002           2002             75         99.570           34.7              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.207           34.7            0.6            0.1            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     17/03/2002           2002             76         99.554           34.8              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.206           34.8            0.6            0.1            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     18/03/2002           2002             77         99.536           34.9              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.204           34.9            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     19/03/2002           2002             78         99.519           35.1              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.203           35.1            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     20/03/2002           2002             79         99.501           35.2              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.202           35.2            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     21/03/2002           2002             80         99.483           35.4              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.201           35.4            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     22/03/2002           2002             81         99.465           35.5              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.200           35.5            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     23/03/2002           2002             82         99.446           35.7              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.199           35.7            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     24/03/2002           2002             83         99.427           35.8              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.198           35.8            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     25/03/2002           2002             84         99.408           35.9              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.197           35.9            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     26/03/2002           2002             85         99.388           36.1              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.196           36.1            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     27/03/2002           2002             86         99.368           36.2              0              0            0.0            0.0            0.0           13.6          0.000          0.386          0.195           36.2            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     28/03/2002           2002             87        114.447           35.9              0              0            0.0            0.0            0.0           13.2         24.000          0.386          0.335           35.9            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     29/03/2002           2002             88        112.479           35.9              0              0            0.0            0.0            0.0           13.0          0.000          0.386          0.322           35.9            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     30/03/2002           2002             89        111.004           36.0              0              0            0.0            0.0            0.0           13.0          0.000          0.386          0.312           36.0            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     31/03/2002           2002             90        110.065           36.3              0              0            0.0            0.0            0.0           13.1          0.000          0.386          0.305           36.3            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     01/04/2002           2002             91        109.315           36.8              0              0            0.0            0.0            0.0           13.4          0.000          0.386          0.300           36.8            0.5            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.8          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     02/04/2002           2002             92        117.207           36.6              0              0            0.0            0.0            0.0           13.1         10.000          0.386          0.352           36.6            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     03/04/2002           2002             93        120.117           36.3              0              0            0.0            0.0            0.0           12.6          5.000          0.386          0.371           36.3            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     04/04/2002           2002             94        134.063           35.7              0              0            0.0            0.0            0.0           10.7         17.000          0.386          0.416           35.7            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.208            0.0            1.0          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     05/04/2002           2002             95        131.678           35.8              0              0            0.0            0.0            0.0           10.2          0.000          0.386          0.390           35.8            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.0          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     06/04/2002           2002             96        129.666           36.1              0              0            0.0            0.0            0.0           10.2          0.000          0.386          0.375           36.1            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.0          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     07/04/2002           2002             97        128.492           36.5              0              0            0.0            0.0            0.0           10.4          0.000          0.386          0.367           36.5            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.0          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     08/04/2002           2002             98        127.569           37.2              0              0            0.0            0.0            0.0           10.8          0.000          0.386          0.360           37.2            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.0          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     09/04/2002           2002             99        127.395           38.0              0              0            0.0            0.0            0.0           11.3          3.000          0.386          0.359           38.0            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     10/04/2002           2002            100        126.632           38.8              0              0            0.0            0.0            0.0           11.9          0.000          0.386          0.353           38.8            0.7            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.2          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     11/04/2002           2002            101        140.120           38.4              0              0            0.0            0.0            0.0           10.6         16.000          0.386          0.419           38.4            0.7            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.150            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     12/04/2002           2002            102        137.543           38.5              0              0            0.0            0.0            0.0           10.1          0.000          0.386          0.391           38.5            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     13/04/2002           2002            103        135.338           38.9              0              0            0.0            0.0            0.0           10.1          0.000          0.386          0.375           38.9            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     14/04/2002           2002            104        134.136           39.4              0              0            0.0            0.0            0.0           10.4          0.000          0.386          0.367           39.4            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     15/04/2002           2002            105        133.201           40.2              0              0            0.0            0.0            0.0           10.9          0.000          0.386          0.360           40.2            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     16/04/2002           2002            106        132.409           41.0              0              0            0.0            0.0            0.0           11.6          0.000          0.386          0.355           41.0            0.8            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.2          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     17/04/2002           2002            107        131.708           42.0              0              0            0.0            0.0            0.0           12.5          0.000          0.386          0.351           42.0            0.9            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.4          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     18/04/2002           2002            108        131.073           43.0              0              0            0.0            0.0            0.0           13.3          0.000          0.386          0.346           43.0            1.1            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.5          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     19/04/2002           2002            109        130.489           44.1              0              0            0.0            0.0            0.0           14.2          0.000          0.386          0.343           44.1            1.1            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.5          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     20/04/2002           2002            110        129.945           45.2              0              0            0.0            0.0            0.0           15.1          0.000          0.386          0.339           45.2            1.1            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.6          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     21/04/2002           2002            111        129.433           46.4              0              0            0.0            0.0            0.0           16.0          0.000          0.386          0.336           46.4            1.2            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.6          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     22/04/2002           2002            112        128.949           47.5              0              0            0.0            0.0            0.0           16.8          0.000          0.386          0.333           47.5            1.2            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.6          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     23/04/2002           2002            113        134.033           47.9              0              0            0.0            0.0            0.0           16.5          8.000          0.386          0.367           47.9            0.7            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.2          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     24/04/2002           2002            114        132.188           48.1              0              0            0.0            0.0            0.0           16.4          0.000          0.386          0.354           48.1            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     25/04/2002           2002            115        131.509           48.5              0              0            0.0            0.0            0.0           16.4          0.000          0.386          0.350           48.5            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     26/04/2002           2002            116        130.891           49.0              0              0            0.0            0.0            0.0           16.7          0.000          0.386          0.346           49.0            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     27/04/2002           2002            117        130.421           49.6              0              0            0.0            0.0            0.0           17.0          3.000          0.386          0.343           49.6            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     28/04/2002           2002            118        129.881           50.2              0              0            0.0            0.0            0.0           17.4          2.000          0.386          0.340           50.2            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     29/04/2002           2002            119        129.372           51.0              0              0            0.0            0.0            0.0           18.0          0.000          0.386          0.336           51.0            0.7            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.2          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     30/04/2002           2002            120        128.891           52.0              0              0            0.0            0.0            0.0           18.8          1.000          0.386          0.333           52.0            0.9            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.3          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     01/05/2002           2002            121        128.433           53.0              0              0            0.0            0.0            0.0           19.7          0.000          0.386          0.330           53.0            1.0            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.4          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     02/05/2002           2002            122        127.995           54.1              0              0            0.0            0.0            0.0           20.5          0.000          0.386          0.328           54.1            1.1            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.5          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     03/05/2002           2002            123        127.574           55.2              0              0            0.0            0.0            0.0           21.4          0.000          0.386          0.325           55.2            1.1            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.5          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     04/05/2002           2002            124        127.169           56.3              0              0            0.0            0.0            0.0           22.3          0.000          0.386          0.323           56.3            1.1            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.6          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     05/05/2002           2002            125        139.338           56.6              0              0            0.0            0.0            0.0           21.3         15.000          0.386          0.392           56.6            0.7            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.2          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     06/05/2002           2002            126        153.442           55.7              0              0            0.0            0.0            0.0           17.7         17.000          0.386          0.417           55.7            0.7            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.2          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     07/05/2002           2002            127        175.626           55.3              0              0            0.0            0.0            0.0           13.4         48.000          0.386          0.405           55.3            1.2            0.4            0.2            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.8          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     08/05/2002           2002            128        188.527           55.3              0              0            0.0            0.0            0.0           12.4          0.000          0.386          0.416           55.3            1.7            0.5            0.2            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            2.4          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     09/05/2002           2002            129        211.262           54.7              0              0            0.0            0.0            0.0            9.9         32.000          0.386          0.407           54.7            2.1            0.6            0.2            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            3.0          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     10/05/2002           2002            130        221.786           54.6              0              0            0.0            0.0            0.0            9.7         13.000          0.386          0.416           54.6            2.4            0.7            0.3            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            3.5          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     11/05/2002           2002            131        232.791           54.4              0              0            0.0            0.0            0.0            8.1         14.000          0.386          0.416           54.4            1.6            0.8            0.3            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            2.8          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     12/05/2002           2002            132        255.319           54.0              0              0            0.0            0.0            0.0            5.9         26.000          0.386          0.413           54.0            0.9            0.9            0.4            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            2.3          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     13/05/2002           2002            133        269.504           53.1              0              0            0.0            0.0            0.0            4.5         19.000          0.386          0.415           53.1            0.8            1.0            0.5            0.1            0.0            0.0          1.701          0.000            0.0            0.0          0.000            0.0            2.3          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     14/05/2002           2002            134        264.511           52.8              0              0            0.0            0.0            0.0            4.4          0.000          0.386          0.390           52.8            0.6            1.0            0.5            0.1            0.0            0.0          2.540          0.000            0.0            0.0          0.000            0.0            2.3          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     15/05/2002           2002            135        259.565           52.9              0              0            0.0            0.0            0.0            4.7          0.000          0.386          0.378           52.9            0.6            0.9            0.5            0.1            0.0            0.0          3.128          0.000            0.0            0.0          0.000            0.0            2.2          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     16/05/2002           2002            136        254.887           53.4              0              0            0.0            0.0            0.0            5.2          1.000          0.386          0.371           53.4            0.6            0.8            0.5            0.2            0.0            0.0          3.540          0.000            0.0            0.0          0.000            0.0            2.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     17/05/2002           2002            137        250.154           54.1              0              0            0.0            0.0            0.0            6.0          0.000          0.386          0.365           54.1            0.8            0.7            0.4            0.2            0.0            0.0          3.828          0.000            0.0            0.0          0.000            0.0            2.0          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     18/05/2002           2002            138        245.351           55.0              0              0            0.0            0.0            0.0            6.9          0.000          0.386          0.361           55.0            1.0            0.5            0.4            0.2            0.0            0.0          4.030          0.000            0.0            0.0          0.000            0.0            2.0          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     19/05/2002           2002            139        240.493           56.0              0              0            0.0            0.0            0.0            7.8          3.000          0.386          0.357           56.0            1.0            0.4            0.3            0.1            0.0            0.0          4.171          0.000            0.0            0.0          0.000            0.0            2.0          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     20/05/2002           2002            140        235.598           57.0              0              0            0.0            0.0            0.0            8.7          0.000          0.386          0.353           57.0            1.1            0.4            0.3            0.1            0.0            0.0          4.269          0.000            0.0            0.0          0.000            0.0            1.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     21/05/2002           2002            141        230.747           58.1              0              0            0.0            0.0            0.0            9.6          0.000          0.386          0.350           58.1            1.1            0.3            0.2            0.1            0.0            0.0          4.275          0.000            0.0            0.0          0.000            0.0            1.8          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     22/05/2002           2002            142        226.158           59.2              0              0            0.0            0.0            0.0           10.5          0.000          0.386          0.347           59.2            1.1            0.3            0.2            0.1            0.0            0.0          4.051          0.000            0.0            0.0          0.000            0.0            1.8          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     23/05/2002           2002            143        236.820           59.3              0              0            0.0            0.0            0.0            9.5         18.000          0.386          0.412           59.3            0.8            0.3            0.2            0.1            0.0            0.0          3.710          0.000            0.0            0.0          0.000            0.0            1.4          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     24/05/2002           2002            144        251.250           58.7              0              0            0.0            0.0            0.0            7.4         22.000          0.386          0.408           58.7            0.7            0.4            0.2            0.1            0.0            0.0          3.425          0.000            0.0            0.0          0.000            0.0            1.5          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     25/05/2002           2002            145        249.630           58.1              0              0            0.0            0.0            0.0            7.0          5.000          0.386          0.404           58.1            0.7            0.5            0.3            0.1            0.0            0.0          3.241          0.000            0.0            0.0          0.000            0.0            1.6          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     26/05/2002           2002            146        260.704           57.3              0              0            0.0            0.0            0.0            5.7         18.000          0.386          0.412           57.3            0.7            0.6            0.3            0.1            0.0            0.0          3.260          0.000            0.0            0.0          0.000            0.0            1.7          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     27/05/2002           2002            147        278.111           56.5              0              0            0.0            0.0            0.0            4.2         30.000          0.386          0.407           56.5            0.7            0.7            0.4            0.1            0.0            0.0          5.916          0.000            0.0            0.0          0.000            0.0            1.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     28/05/2002           2002            148        279.973           55.9              0              0            0.0            0.0            0.0            4.0         13.000          0.386          0.404           55.9            0.7            0.8            0.4            0.1            0.0            0.0          1.000          0.000            0.0            0.0          0.000            0.0            2.0          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     29/05/2002           2002            149        271.498           55.6              0              0            0.0            0.0            0.0            4.3          0.000          0.386          0.384           55.6            0.6            0.8            0.5            0.1            0.0            0.0          6.198          0.000            0.0            0.0          0.000            0.0            2.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     30/05/2002           2002            150        264.599           55.8              0              0            0.0            0.0            0.0            4.7          0.000          0.386          0.377           55.8            0.6            0.7            0.5            0.2            0.0            0.0          5.689          0.000            0.0            0.0          0.000            0.0            2.0          0.000          0.000           0.00          0.000           0.000           0.000           0.000
