ApsimVersion = 7.5
Title = Wether Lucerne Supplement
          Date2           year dm_feed_on_offer() dm_feed_removed()            age      wt_change         weight            sex    past_intake         number cond_score_all past_intake_all supp_intake_all  fleece_wt_all fibre_diam_all        biomass          stage            lai
  (dd/mmm/yyyy)         (year)                 ()                ()            (d)         (kg/d)           (kg)             ()             ()             ()            (-)              ()              ()           (kg)           (um)        (kg/ha)             ()      (m^2/m^2)
    21/Nov/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    22/Nov/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    23/Nov/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    24/Nov/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    25/Nov/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    26/Nov/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    27/Nov/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    28/Nov/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    29/Nov/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    30/Nov/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    01/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    02/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    03/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    04/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    05/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    06/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    07/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    08/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    09/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    10/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    11/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    12/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    13/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    14/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    15/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    16/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    17/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    18/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    19/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    20/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    21/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    22/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    23/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    24/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    25/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    26/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    27/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    28/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    29/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    30/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    31/Dec/1944           1944              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    01/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    02/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    03/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    04/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    05/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    06/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    07/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    08/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    09/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    10/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    11/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    12/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    13/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    14/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    15/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    16/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    17/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    18/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    19/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    20/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    21/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    22/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    23/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    24/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    25/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    26/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    27/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    28/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    29/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    30/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    31/Jan/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    01/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    02/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    03/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    04/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    05/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    06/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    07/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    08/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    09/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    10/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    11/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    12/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    13/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    14/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    15/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    16/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    17/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    18/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    19/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    20/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    21/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    22/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    23/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    24/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    25/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    26/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    27/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    28/Feb/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    01/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    02/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    03/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    04/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    05/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    06/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    07/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    08/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    09/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    10/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    11/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    12/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    13/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    14/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    15/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    16/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    17/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    18/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    19/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    20/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    21/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    22/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    23/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    24/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    25/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    26/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    27/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    28/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    29/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    30/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    31/Mar/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    01/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    02/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    03/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    04/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    05/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    06/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    07/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    08/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    09/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    10/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    11/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    12/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    13/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    14/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    15/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    16/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    17/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    18/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    19/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    20/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    21/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    22/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    23/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    24/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    25/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    26/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    27/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    28/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    29/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
    30/Apr/1945           1945              0.035             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.215          0.000
